50 5 6 600 45
0.000	0.000	0	0	0	600
-8.824	2.653	3	3	0	1440
7.443	-1.283	4	4	0	1440
6.308	-3.222	6	6	0	1440
-8.019	-1.672	4	4	0	1440
8.239	1.953	4	4	0	1440
8.505	9.654	2	2	0	1440
6.018	-6.250	3	3	0	1440
-4.540	-3.827	2	2	0	1440
6.993	-9.766	3	3	0	1440
-0.305	8.214	3	3	0	1440
-0.669	-8.789	6	6	0	1440
6.677	-1.168	6	6	0	1440
4.402	9.991	6	6	0	1440
-3.939	0.205	6	6	0	1440
6.995	-7.367	4	4	0	1440
-5.666	8.329	3	3	0	1440
1.844	0.863	2	2	0	1440
6.934	4.348	1	1	0	1440
-8.967	-5.238	4	4	0	1440
-1.462	2.508	2	2	0	1440
-7.600	-7.425	5	5	0	1440
7.315	6.622	3	3	0	1440
8.054	-7.398	1	1	0	1440
-6.540	0.196	5	5	0	1440
2.011	3.435	5	5	0	1440
-2.605	-1.577	6	6	97	112
-8.770	0.678	1	1	496	511
-9.737	-6.937	4	4	125	140
-3.767	-2.734	2	2	30	45
9.747	-6.484	1	1	461	476
1.943	3.046	6	6	262	277
-6.006	-6.252	6	6	160	175
3.075	-3.822	1	1	508	523
-9.213	4.927	1	1	519	534
-0.824	5.592	5	5	444	459
-0.227	-5.298	3	3	78	93
2.559	-7.621	3	3	531	546
-7.756	7.252	5	5	477	492
-2.755	-5.649	2	2	201	216
-8.575	0.288	3	3	170	185
3.467	4.280	6	6	70	85
-8.905	4.940	3	3	52	67
-6.842	-7.987	6	6	492	507
8.095	5.227	3	3	7	22
-0.108	4.510	3	3	38	53
-3.508	8.126	6	6	476	491
-6.615	-0.286	1	1	488	503
-9.736	-1.280	3	3	209	224
-9.495	4.059	3	3	68	83
6.012	2.411	6	6	521	536
1.970	3.003	-3	3	176	191
6.059	-5.107	-4	4	64	79
2.199	-9.617	-6	6	173	188
4.748	-9.003	-4	4	163	178
-2.487	-6.738	-4	4	252	267
2.086	1.158	-2	2	252	267
-7.468	-5.265	-3	3	422	437
-6.266	2.238	-2	2	193	208
-3.903	-4.678	-3	3	333	348
-4.666	-8.353	-3	3	291	306
-2.900	-1.014	-6	6	215	230
4.276	-9.573	-6	6	483	498
-5.528	-9.425	-6	6	155	170
3.704	-3.706	-6	6	512	527
-1.280	5.210	-4	4	348	363
9.699	-4.455	-3	3	492	507
-4.638	-9.324	-2	2	311	326
-9.809	6.925	-1	1	343	358
-3.173	1.238	-4	4	147	162
0.117	1.171	-2	2	122	137
-0.339	-9.272	-5	5	349	364
-2.950	-1.821	-3	3	110	125
-5.340	2.402	-1	1	135	150
-7.382	-1.777	-5	5	134	149
-7.606	-5.481	-5	5	551	566
5.965	-0.030	-6	6	0	1440
4.009	7.852	-1	1	0	1440
-9.758	-7.135	-4	4	0	1440
6.104	6.429	-2	2	0	1440
6.338	3.182	-1	1	0	1440
-1.747	-9.634	-6	6	0	1440
9.453	4.672	-6	6	0	1440
7.568	6.139	-1	1	0	1440
-3.334	-1.947	-1	1	0	1440
-7.158	2.692	-5	5	0	1440
-2.033	-7.180	-3	3	0	1440
2.327	6.308	-3	3	0	1440
-9.926	-1.578	-5	5	0	1440
7.000	-7.829	-2	2	0	1440
4.229	7.018	-3	3	0	1440
6.695	8.170	-6	6	0	1440
2.074	-6.526	-3	3	0	1440
0.625	-9.590	-6	6	0	1440
-3.708	-7.554	-3	3	0	1440
-0.111	-9.820	-3	3	0	1440
-9.626	-9.228	-6	6	0	1440
9.638	8.325	-1	1	0	1440
-3.730	-7.722	-3	3	0	1440
-5.226	5.731	-3	3	0	1440
7.112	0.522	-6	6	0	1440
