72 6 6 720 45
0.000	0.000	0	0	0	720
-8.288	-7.082	4	4	0	1440
2.239	-6.405	2	2	0	1440
-3.643	-6.818	5	5	0	1440
-5.017	-4.416	3	3	0	1440
0.278	1.827	1	1	0	1440
6.618	7.316	5	5	0	1440
2.106	-7.536	3	3	0	1440
8.691	4.077	6	6	0	1440
-5.242	4.541	6	6	0	1440
5.974	7.659	6	6	0	1440
3.966	-8.877	5	5	0	1440
9.756	-8.402	1	1	0	1440
0.235	-5.340	2	2	0	1440
1.904	-1.101	6	6	0	1440
0.054	6.189	1	1	0	1440
-3.753	0.582	3	3	0	1440
-7.390	2.769	3	3	0	1440
4.158	7.155	2	2	0	1440
-6.893	-1.262	1	1	0	1440
9.411	-8.263	1	1	0	1440
0.677	-9.722	5	5	0	1440
-3.118	5.104	1	1	0	1440
5.268	-5.639	5	5	0	1440
2.991	-5.618	3	3	0	1440
-1.021	9.249	2	2	0	1440
4.740	-4.157	5	5	0	1440
-7.169	6.032	1	1	0	1440
-7.450	1.406	3	3	0	1440
5.331	-8.318	2	2	0	1440
-3.499	8.487	2	2	0	1440
-4.827	6.580	5	5	0	1440
0.648	4.750	5	5	0	1440
-6.680	4.371	2	2	0	1440
9.716	-2.903	6	6	0	1440
1.778	-4.752	4	4	0	1440
2.461	-1.452	3	3	0	1440
-8.735	9.456	2	2	470	485
2.941	1.615	1	1	524	539
1.551	5.480	2	2	488	503
0.331	-9.397	2	2	401	416
-4.893	-1.097	3	3	549	564
6.241	5.056	2	2	4	19
-0.043	-1.463	2	2	384	399
7.454	4.505	5	5	618	633
-2.275	4.764	1	1	34	49
-9.505	9.792	1	1	250	265
-3.946	6.627	4	4	55	70
-8.753	9.697	2	2	165	180
-8.553	-8.117	5	5	574	589
4.698	-6.753	4	4	154	169
0.510	1.205	6	6	375	390
7.880	-2.179	3	3	658	673
6.199	-7.971	6	6	187	202
-9.089	-3.207	5	5	27	42
-9.807	-7.396	6	6	419	434
-1.888	-6.708	1	1	108	123
0.710	-0.675	4	4	543	558
8.477	-5.122	2	2	101	116
-3.811	-7.308	3	3	603	618
3.818	-1.445	4	4	273	288
-0.878	8.550	6	6	630	645
5.695	7.539	3	3	345	360
-8.503	9.621	3	3	153	168
-0.564	0.604	3	3	638	653
0.403	-1.722	6	6	21	36
-2.745	-8.862	6	6	31	46
-5.091	1.455	6	6	16	31
2.928	-1.981	3	3	529	544
7.206	0.259	3	3	576	591
-2.845	8.471	6	6	524	539
6.085	-7.536	4	4	47	62
8.165	6.100	6	6	520	535
1.151	1.530	-4	4	459	474
3.990	-8.004	-2	2	143	158
-3.938	-5.082	-5	5	140	155
-3.051	3.894	-3	3	230	245
4.050	0.104	-1	1	248	263
-7.412	9.535	-5	5	324	339
-3.643	5.701	-3	3	309	324
4.710	-8.127	-6	6	295	310
-5.389	0.342	-6	6	164	179
-1.216	-2.199	-6	6	656	671
5.505	1.281	-5	5	547	562
-2.854	-7.780	-1	1	373	388
-8.461	-5.688	-2	2	186	201
-1.830	-3.555	-6	6	289	304
4.486	-2.288	-1	1	542	557
6.254	-2.631	-3	3	230	245
-2.709	-5.792	-3	3	560	575
9.746	8.819	-2	2	63	78
5.962	2.006	-1	1	284	299
2.461	5.600	-1	1	177	192
-3.580	-8.741	-5	5	302	317
6.400	9.651	-1	1	197	212
4.766	2.423	-5	5	322	337
6.691	-8.272	-3	3	269	284
-1.892	0.715	-2	2	685	700
4.385	5.018	-5	5	692	707
-7.474	7.935	-1	1	594	609
7.445	-3.088	-3	3	209	224
-7.142	9.713	-2	2	387	402
3.565	-4.249	-2	2	117	132
9.020	1.016	-5	5	448	463
6.869	-3.320	-5	5	603	618
7.355	4.726	-2	2	184	199
9.598	-8.602	-6	6	430	445
-4.188	0.265	-4	4	359	374
6.737	-0.959	-3	3	130	145
8.401	6.014	-2	2	0	1440
-1.600	-2.688	-1	1	0	1440
-7.158	8.648	-2	2	0	1440
6.018	5.579	-2	2	0	1440
8.744	3.655	-3	3	0	1440
-0.950	5.697	-2	2	0	1440
8.005	-8.428	-2	2	0	1440
6.869	2.934	-5	5	0	1440
-4.153	-1.672	-1	1	0	1440
-3.468	-0.602	-1	1	0	1440
6.429	-8.890	-4	4	0	1440
-7.917	-0.216	-2	2	0	1440
-8.891	5.952	-5	5	0	1440
-8.232	-0.538	-4	4	0	1440
0.591	0.302	-6	6	0	1440
-3.957	4.507	-3	3	0	1440
-1.600	5.896	-6	6	0	1440
9.631	-7.206	-5	5	0	1440
0.280	-6.560	-6	6	0	1440
0.252	9.317	-1	1	0	1440
8.435	8.530	-4	4	0	1440
-0.860	-9.494	-2	2	0	1440
-4.053	2.982	-3	3	0	1440
-1.066	6.421	-4	4	0	1440
-9.514	2.413	-6	6	0	1440
0.513	-4.981	-3	3	0	1440
-2.480	-3.625	-3	3	0	1440
4.215	2.129	-3	3	0	1440
-8.985	8.958	-6	6	0	1440
-3.443	-4.196	-6	6	0	1440
4.666	-7.552	-6	6	0	1440
-8.818	2.549	-3	3	0	1440
6.993	-2.190	-3	3	0	1440
9.525	5.433	-6	6	0	1440
-4.262	7.223	-4	4	0	1440
6.451	-0.380	-6	6	0	1440
