30 3 3 600 30
0.000	0.000	0	0	0	600
-1.475	-5.814	1	3	0	1440
-4.263	-7.220	1	3	0	1440
-5.758	9.449	1	3	0	1440
-8.862	6.600	1	3	0	1440
9.114	-9.247	1	3	0	1440
-1.037	9.249	1	3	0	1440
-7.720	-2.014	1	3	0	1440
1.854	-7.324	1	3	0	1440
7.348	-4.065	1	3	0	1440
-2.707	-8.333	1	3	0	1440
-2.261	-1.701	1	3	0	1440
-7.074	-2.761	1	3	0	1440
3.843	-1.762	1	3	0	1440
4.077	-6.875	1	3	0	1440
-2.136	-2.809	1	3	0	1440
6.072	-1.166	1	3	134	149
-2.755	-2.007	1	3	377	392
9.359	1.424	1	3	17	32
-9.992	-4.899	1	3	61	76
6.022	5.952	1	3	515	530
-5.733	3.177	1	3	21	36
-5.925	-8.097	1	3	142	157
-3.111	0.747	1	3	423	438
-5.284	4.167	1	3	22	37
4.812	-8.719	1	3	118	133
-6.449	-3.282	1	3	407	422
-4.206	-7.907	1	3	411	426
-7.096	-7.241	1	3	430	445
-1.972	6.108	1	3	177	192
1.806	-9.181	1	3	530	545
-8.618	-3.815	-1	3	149	164
6.837	2.537	-1	3	441	456
-8.805	0.005	-1	3	81	96
2.787	-9.525	-1	3	208	223
-0.113	-1.640	-1	3	439	454
5.873	1.129	-1	3	223	238
9.654	-3.534	-1	3	202	217
2.203	4.633	-1	3	172	187
8.876	6.797	-1	3	284	299
7.936	-6.107	-1	3	542	557
-6.993	-1.508	-1	3	351	366
7.455	-7.825	-1	3	276	291
-5.545	-8.172	-1	3	339	354
3.682	6.753	-1	3	269	284
4.101	3.800	-1	3	339	354
-8.907	7.739	-1	3	0	1440
-4.522	5.544	-1	3	0	1440
8.470	-3.401	-1	3	0	1440
-9.559	-1.754	-1	3	0	1440
-7.677	9.147	-1	3	0	1440
-2.989	1.458	-1	3	0	1440
-2.470	2.909	-1	3	0	1440
-9.846	4.882	-1	3	0	1440
4.241	6.141	-1	3	0	1440
6.149	9.913	-1	3	0	1440
5.935	9.503	-1	3	0	1440
-6.230	8.970	-1	3	0	1440
-6.955	-5.193	-1	3	0	1440
1.696	8.775	-1	3	0	1440
-6.508	-4.027	-1	3	0	1440
