48 5 6 480 90
3.022	2.479	0	0	0	1440
3.359	3.075	1	10	0	1440
4.883	6.531	1	10	0	1440
8.618	5.934	1	10	0	1440
3.927	-3.306	1	10	0	1440
-2.337	8.685	1	10	0	1440
4.813	9.559	1	10	0	1440
-1.636	9.331	1	10	0	1440
-5.770	-6.560	1	10	0	1440
0.715	3.268	1	10	0	1440
4.295	6.870	1	10	0	1440
3.708	-0.211	1	10	0	1440
7.776	5.582	1	10	0	1440
-1.746	-5.657	1	10	0	1440
5.857	5.989	1	10	0	1440
5.778	1.534	1	10	0	1440
-2.233	3.607	1	10	0	1440
-0.708	3.049	1	10	0	1440
5.566	6.042	1	10	0	1440
-1.431	1.146	1	10	0	1440
-2.972	2.427	1	10	0	1440
4.322	0.074	1	10	0	1440
4.518	3.547	1	10	0	1440
6.448	0.224	1	10	0	1440
5.508	7.224	1	10	0	1440
1.693	1.574	1	10	390	406
4.504	-0.372	1	10	467	492
-7.678	0.594	1	10	147	167
3.617	0.026	1	10	373	415
2.922	0.894	1	10	105	128
6.506	0.522	1	10	219	248
4.217	-2.228	1	10	144	168
2.557	3.173	1	10	96	138
3.156	3.726	1	10	430	448
6.650	-5.417	1	10	68	92
4.658	-1.794	1	10	337	352
6.506	4.088	1	10	93	114
-0.272	2.477	1	10	477	517
-4.000	0.387	1	10	145	176
-7.350	5.704	1	10	427	466
8.115	-2.571	1	10	67	101
1.201	-0.796	1	10	430	474
4.276	3.809	1	10	69	86
0.386	-2.318	1	10	131	169
-0.737	2.439	1	10	66	89
3.594	-1.183	1	10	86	112
5.208	0.969	1	10	375	397
3.073	3.070	1	10	352	392
4.122	7.792	1	10	141	173
6.888	-4.055	-1	10	459	480
7.631	8.667	-1	10	432	465
6.393	7.854	-1	10	155	199
2.915	-0.996	-1	10	413	434
8.552	3.995	-1	10	401	417
3.177	0.387	-1	10	377	412
-2.054	1.909	-1	10	426	464
5.535	4.382	-1	10	206	243
3.541	1.028	-1	10	380	406
2.546	-0.029	-1	10	414	457
1.240	0.024	-1	10	118	158
1.836	2.092	-1	10	148	169
2.796	-1.504	-1	10	165	208
-0.319	1.988	-1	10	255	298
0.933	-4.135	-1	10	395	429
-2.058	3.818	-1	10	281	318
2.782	2.873	-1	10	426	453
5.903	4.231	-1	10	211	228
5.631	5.873	-1	10	220	241
-5.165	-0.034	-1	10	195	215
0.258	3.272	-1	10	164	181
1.513	-0.305	-1	10	431	449
6.659	3.494	-1	10	417	439
1.948	2.014	-1	10	376	401
-0.117	2.065	-1	10	0	1440
-2.120	1.366	-1	10	0	1440
9.885	0.126	-1	10	0	1440
8.259	7.200	-1	10	0	1440
3.002	-3.090	-1	10	0	1440
3.323	4.166	-1	10	0	1440
3.949	-0.854	-1	10	0	1440
5.450	7.081	-1	10	0	1440
0.306	1.025	-1	10	0	1440
5.183	-1.687	-1	10	0	1440
7.642	1.135	-1	10	0	1440
0.524	0.024	-1	10	0	1440
5.059	3.425	-1	10	0	1440
-0.523	-0.208	-1	10	0	1440
2.419	2.584	-1	10	0	1440
3.363	3.759	-1	10	0	1440
3.144	-0.700	-1	10	0	1440
3.071	-2.817	-1	10	0	1440
4.986	0.104	-1	10	0	1440
-3.577	1.414	-1	10	0	1440
-2.931	0.489	-1	10	0	1440
1.905	4.197	-1	10	0	1440
2.760	1.393	-1	10	0	1440
5.283	5.068	-1	10	0	1440
